Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
Amazon.it,ANON-145-5374884-9418478,2026-01-03T19:32:28Z,Not Applicable,EUR,2.69,0.68,0.07,'-0.62',2.61,23.6,5.95,B0J1RIPZIM,New,1,Not Available,Closed,Shipped,2026-01-07T11:36:11.258Z,std-intl-ags,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(OHP6VZ41NAM1),"Cintura elegante di Stile Italiano, realizzata in vera pelle nera. Pratica fibbia in metallo argentato, lunghezza 100 cm, regolabile per adattarsi a ogni silhouette. Perfetta per completare un outfit formale.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-894-7562240-3641416,2026-01-03T19:32:28Z,Not Applicable,EUR,1.29,0.32,0.05,'-0.26',1.33,37.73,5.26,B0AOUAXEQB,New,1,Not Available,Closed,Shipped,2026-01-07T11:36:11.258Z,std-intl-ags,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(4Q0B8IC8BBI4),"Set di strumenti per slackline BalanceSlack di SlackFun, facile da installare, per allenarsi e divertirsi. Include cinghia e maniglia di sicurezza. Colore nero e verde, perfetto per ogni livello di esperienza.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-624-1942369-7713595,2026-01-03T19:32:28Z,Not Applicable,EUR,1.07,0.19,0.04,'-0.15',1.1,22.03,5.3,B06N7HV3IZ,New,1,Not Available,Closed,Shipped,2026-01-07T11:36:11.258Z,std-intl-ags,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(NSM43D8W3ZP0),"Rendi la tua serata unica con il puzzle 'Città del Mondo' di Creative Puzzles. I 1000 pezzi presentano iconiche città da tutto il mondo. Facile da assemblare e realizzato in cartone resistente, è un ottimo regalo.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-928-5447288-0824630,2026-01-03T19:32:28Z,Not Applicable,EUR,0.61,0.09,0.04,'-0.07',0.69,19.25,5.57,B04GH2M5ZJ,New,1,Not Available,Closed,Shipped,2026-01-07T11:36:11.258Z,std-intl-ags,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(ZQAKOIXNTM9T),"Cavo Lightning PremiumLink di CableTech, lungo 1,5 metri, per una connessione veloce e sicura. Rivestimento in TPE resistente, testato per oltre 10.000 piegamenti. Compatibile con tutti i dispositivi Apple con connettore Lightning.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-343-2737961-7257598,2026-01-03T19:32:28Z,Not Applicable,EUR,1.4,0.34,0.04,'-0.08',1.06,25.45,4.8,B0KMKZEBBK,New,1,Not Available,Closed,Shipped,2026-01-07T11:36:11.258Z,std-intl-ags,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(8J5ECRUYF38D),"Gonna a pieghe di Eleganza Sottile, in tessuto leggero, colore pastello. Taglie disponibili: S, M, L. Adatta sia per il lavoro che per eventi sociali.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-254-5673925-4509076,2026-01-03T19:32:28Z,Not Applicable,EUR,1.04,0.37,0.07,'-0.17',1.84,37.02,7.35,B0JCITFOYQ,New,1,Not Available,Closed,Shipped,2026-01-07T11:36:11.258Z,std-intl-ags,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(WX7PTX63CFL0),"Cuffie con filo ClassicSound di RetroAudio, in pelle ecologica e colore marrone. Dotate di driver da 40mm per un suono ricco e profondo. Perfette per ascoltare musica o per lunghi viaggi.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-521-6695400-4320985,2026-01-03T19:32:28Z,Not Applicable,EUR,2.26,0.79,0.07,'-0.4',2.16,22.05,4.76,B089YJB1QX,New,1,Not Available,Closed,Shipped,2026-01-07T11:36:11.258Z,std-intl-ags,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(Y4LYK83TQLL8),"Il puzzle 'Nature Wonders' di World Puzzle ha 500 pezzi che catturano la bellezza della natura. Ideale per adulti, offre un'esperienza tranquilla e meditativa. Ogni pezzo è di alta qualità e resistente per un utilizzo duraturo.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-459-6541376-7259461,2026-01-03T11:29:50Z,Not Applicable,EUR,11.24,0,2.82,0,21.65,11.67,0,B09VIFTTD9,New,1,Not Available,Closed,Shipped,2026-01-05T01:40:07.416Z,std-eu-fr,"Toni Avogadro Borgo Salandra, 60 Ruffia SASSO MARCONI 25071 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(ZSJ49ITN7S55),"Canotta donna di Moda Semplice, in cotone BIO, colore giallo sole. Disponibile nelle taglie S, M, L. Ideale per le giornate estive o come base per outfit a strati.",Not Available,Not Available,Not Available,Not Available
Amazon.fr,ANON-274-9582259-4153554,2025-12-30T18:11:06Z,Not Applicable,EUR,11.51,0,7.04,0,25.15,19.24,0,B0LGZUI1B0,New,1,Carta - XXXX,Closed,Shipped,2026-01-02T23:12:10.016Z,std-eu-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Toni Avogadro Borgo Salandra, 60 Ruffia SASSO MARCONI 25071 Italy",CORRIERE_IT(RBSV55PSQ0OX),"Crema Viso Nutriente BellaPelle, 50 ml. Formulata con ingredienti naturali, questa crema idrata e rigenera la pelle, donando un aspetto luminoso. Adatta a tutti i tipi di pelle, è arricchita con olio di jojoba e vitamina E.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-149-3668883-3778006,2025-12-17T14:08:37Z,Not Applicable,EUR,8.41,0,0,0,3.27,7.76,0,B0790PDW5P,New,1,Not Available,Closed,Shipped,2025-12-18T00:35:37.959Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(KNFTU2GC5WI6),"Il romanzo 'Echi di Guerra' di Novità Editoriali è una narrazione toccante di come gli eventi storici influenzano le vite personali. Con 380 pagine, è una lettura profonda che invita alla riflessione.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-142-2089614-3564281,2025-12-16T21:31:05Z,Not Applicable,EUR,10.66,3.23,0,0,19.91,17.13,1.66,B0NRIUU9K9,New,1,Not Available,Closed,Shipped,2025-12-17T00:20:49.960Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(VR6K2VMWWYZX),"Gel Detergente Delicato PureSkin di SaponeBlu, 200 ml. Questo gel rimuove delicatamente il trucco e le impurità, lasciando la pelle fresca e pulita. Senza parabeni, è adatto anche alle pelli più sensibili.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-869-6345702-7115959,2025-12-16T18:13:39Z,Not Applicable,EUR,4.87,0.44,0,0,10.75,9.3,0.44,B03J3R30ME,New,1,Not Available,Closed,Shipped,2025-12-16T22:19:59.446Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(82N2ATQYYV37),"Abito estivo da donna di Luce Moda, leggero e fresco, disponibile in blu e rosa. Realizzato in cotone 100%, presenta spalline sottili e una delicata stampa floreale. Taglie disponibili: S, M, L. Perfecto per cerimonie e occasioni speciali.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-120-8592089-3419340,2025-12-16T12:05:03Z,Not Applicable,EUR,11.07,0,0,0,9.23,10.66,0,B05EQY08P0,New,1,Not Available,Closed,Shipped,2025-12-17T02:04:19.187Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(W7KYHQIN9N6X),"Bottiglia termica in acciaio inox della marca EcoFresh, perfetta per mantenere le bevande fredde fino a 24 ore e calde per 12 ore. Capacità di 500 ml, con un design elegante e disponibile in vari colori. Ideale per casa, lavoro e sport.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-029-9802690-3972855,2025-12-15T06:10:28Z,Not Applicable,EUR,32.98,3.41,0,0,42.35,16.05,4.8,B03I12VJ99,New,1,Not Available,Closed,Shipped,2025-12-16T15:28:50.614Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(2VAJEPECQNVQ),"Il gioco 'Caccia al Tesoro' di Team Creativo è un'esperienza entusiasmante per gruppi da 4 a 10 persone. Contiene 10 indizi, mappe e accessori colorati. Ideale per feste e eventi, stimola il lavoro di squadra e la creatività.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-267-9636098-4174831,2025-12-15T06:10:28Z,Not Applicable,EUR,5.89,2.6,0,0,16.22,11.31,2.74,B0EWVZNVKS,New,1,Not Available,Closed,Shipped,2025-12-16T03:21:27.156Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(ZHQIMQODPXNF),"Stick Abbronzante SunKissed di ProtezioneSola, 35 g. Facile da applicare, questo stick offre una protezione solare alta e un velo di colore dorato. Perfetto per chi cerca un'abbronzatura rapida e naturale.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-908-0078555-3136787,2025-12-14T19:48:36Z,Not Applicable,EUR,3.82,1.07,0,0,5.51,5.78,1.45,B08VMUHXID,New,1,Not Available,Closed,Shipped,2025-12-18T23:04:37.032Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(1WYUVXYBJ17M),"Set di bande elastiche ResistaBand di GymGo, ideale per allenamenti a casa o in palestra. Il set include 3 livelli di resistenza, colore nero, blu e rosso. Perfetto per rinforzare tutto il corpo e migliorare la flessibilità.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-116-0790534-1339581,2025-12-14T06:16:33Z,Not Applicable,EUR,12.34,4.12,0,0,19.22,23.7,4.37,B01BCPPVOH,New,1,Not Available,Closed,Shipped,2025-12-15T09:32:47.383Z,premium-three-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(YBOVAKHEJLA0),"Costume 'Piccolo Supereroe' di SuperKid, completo con mantello e maschera. Adatto per bambini dai 3 ai 5 anni, stimola la fantasia e il gioco di ruolo. Realizzato con materiali resistenti e sicuri.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-137-5880800-9855741,2025-12-14T06:16:33Z,Not Applicable,EUR,24.53,5.2,0,0,18.51,35.94,7.19,B0AL2W37D4,New,1,Not Available,Closed,Shipped,2025-12-14T21:26:12.075Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(H2CWTG1M8XFD),"Con il 'Mondo delle Fate' di Gioco e Impara, i bambini possono esplorare un universo magico! Contiene 50 carte istruttive, ognuna illustrata con colori vivaci. Adatto per bambini dai 5 anni in su, stimola la creatività e la fantasia.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-211-7096455-6869393,2025-12-14T06:04:02Z,Not Applicable,EUR,2.11,1.11,0,0,2.66,5.17,1.12,B0PQW2VMCQ,New,1,Not Available,Closed,Shipped,2025-12-17T02:04:08.221Z,premium-three-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(WSQT26Q3XLRF),"Cavo Aux PremiumSound di AudioFlex, lungo 1 metro, ideale per collegare smartphone a impianti audio. Rivestimento in tessuto intrecciato, resistente e flessibile. Connettori placcati oro per una qualità del suono superiore.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-018-3751244-5132435,2025-12-14T05:53:54Z,Not Applicable,EUR,5.55,1.59,0,0,5.21,5.66,2.16,B02XCDYK0X,New,1,Not Available,Closed,Shipped,2025-12-18T23:04:44.175Z,premium-three-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(ZOV7LN23Y30Y),"Cucchiaio dosatore in acciaio inox della marca BrilloChef, ideale per una cucina precisa. Con una capacità di 30 ml, è perfetto per preparare dolci e salse. Il design ergonomico e il manico antiscivolo lo rendono facile da usare e da pulire.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-564-3312942-1081788,2025-12-14T05:49:34Z,Not Applicable,EUR,11.23,1.1,0,0,9.7,11.22,2.97,B0BM1ENF31,New,1,Not Available,Closed,Shipped,2025-12-14T21:26:05.831Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(V12II826GYUP),"Set di 3 contenitori per la conservazione degli alimenti da 1, 2 e 3 litri della marca FreshKeep, in plastica BPA-free. I coperchi sigillabili mantengono la freschezza dei cibi, ideali per cereali, pasta e zucchero. Lavabili in lavastoviglie.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-775-4116804-3975101,2025-12-14T01:16:33Z,Not Applicable,EUR,5.44,2.16,0,0,8.82,14.69,1.89,B0QS3D6357,New,1,Not Available,Closed,Shipped,2025-12-14T05:02:06.313Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(B74X2EK3ZEZQ),"Spazzola Massaggiante Anticellulite ShapeWell di FormaPerfetta, 1 pz. Stimola la circolazione e aiuta a ridurre la cellulite grazie alle sue setole in silicone. Ottima anche per massaggi rilassanti e tonificanti.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-002-8575123-0474195,2025-12-13T22:44:49Z,Not Applicable,EUR,10.9,2.01,0,0,18.88,11.12,3.01,B0ASIFPWIO,New,1,Not Available,Closed,Shipped,2025-12-14T01:48:01.809Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(SA5BNN0MCIXD),"Maglione girocollo di Caldo Abbraccio, in morbida lana merino, colore bordeaux. Taglie disponibili: M, L, XL. Un must-have per l'inverno, tiene caldo senza rinunciare allo stile.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-571-3368694-1179027,2025-12-13T20:16:28Z,Not Applicable,EUR,4.91,1.61,0,0,9.55,4.77,0.79,B05LLO3RBX,New,1,Not Available,Closed,Shipped,2025-12-14T10:50:55.686Z,premium-three-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(N606N9RR7S20),"Leggi 'Cronache di un Viaggiatore' di Edizioni D’Avventura, un romanzo epico che segue un esploratore alla ricerca di nuove terre. Con 400 pagine coinvolgenti, questo libro stimola la curiosità e l’immaginazione.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-068-5306364-6308392,2025-12-13T20:02:37Z,Not Applicable,EUR,22.0,4.23,0,0,18.67,10.21,2.64,B098CWN2Y8,New,1,Not Available,Closed,Shipped,2025-12-17T02:04:13.867Z,premium-three-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(XN8BFQNPCENL),"Giubbotto in pelle di Rock Style, colore nero con finiture vintage. Disponibile nelle taglie S, M, L. Un must del guardaroba per gli amanti dello stile rock.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-290-1591772-6692101,2025-12-13T13:36:38Z,Not Applicable,EUR,10.99,0,6.76,0,15.63,11.28,0,B0Z9389YZT,New,1,Not Available,Closed,Shipped,2025-12-13T14:22:46.372Z,Std IT Dom_7,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",Poste Italiane(201872196751),"Il gioco 'Bandiere del Mondo' di EduGioco è educativo e divertente, adatto per 2-6 giocatori. Con 56 carte e una durata di 30 minuti, esplora i diversi paesi mentre impari le loro bandiere e culture.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-675-1217053-8560397,2025-12-13T13:22:58Z,Not Applicable,EUR,9.24,0,0,0,19.54,15.45,0,B0S13C9XQY,New,1,Gift Certificate/Card,Closed,Shipped,2025-12-14T15:18:48.728Z,Std IT Dom_1,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",Bartolini(028228012565829),"Corda per saltare JumpPro di FitJump, regolabile in lunghezza e con manici antiscivolo. Colore rosso, perfetta per l'allenamento cardiovascolare. Leggera e facile da trasportare, ottima per workout ovunque.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-571-5885319-2952019,2025-12-13T12:53:36Z,Not Applicable,EUR,13.08,2.28,0,0,15.74,5.15,1.17,B0JWWDXVUG,New,1,Gift Certificate/Card,Closed,Shipped,2025-12-13T16:20:32.043Z,next-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(XUX1OXRWK8R2),"Casco da ciclismo SafeRide di CycleMax, leggero e resistente. Dispone di 18 fori di ventilazione e fibbia regolabile. Colore bianco e blu, taglia unica, garantisce sicurezza e comfort durante le tue pedalate.",Not Available,Not Available,Not Available,Not Available
Amazon.it,ANON-620-0442637-7891353,2025-12-13T11:19:09Z,Not Applicable,EUR,26.9,6.47,0,0,30.52,14.13,2.97,B0QJIDKNWI,New,1,Gift Certificate/Card,Closed,Shipped,2025-12-14T19:52:51.258Z,premium-three-it,"Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy","Camilla Asmundo-Leone Via Loredana, 18 Floridia DESIO 25129 Italy",CORRIERE_IT(9Q5RDOQIVBKV),"Tovaglia plastificata della collezione CasaBella, disponibile in diverse fantasie floreali. Misure 140x200 cm, resistente all'acqua e facile da pulire, è l'ideale per pranzi all'aperto o cene in famiglia. Aggiunge un tocco di colore alla tua tavola.",Not Available,Not Available,Not Available,SERIAL=4YKADEJNOBBUNKNQ
